(1, 5553191371787, 3, 'Don Quixote', 'Tor Books', 250, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Philosophy, Psychology, Adventure', 13, 77),
(12, 2967032801024, 2, 'The Pilgrim's Progress', 'Vintage Classics', 117, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Art, Dystopian, Cookbook', 19, 34),
(13, 1647409329562, 3, 'A Christmas Carol', 'Penguin Canada', 924, 'A unique and intriguing book, full of wonders and plot', 18, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Comedy, Religion, Fiction', 20, 21),
(14, 8222063618873, 5, 'David Copperfield', 'Hachette Livre', 189, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Romance, Science fiction, Children's', 14, 29),
(15, 5563271876946, 4, 'A Tale of Two Cities', 'University of Chicago Press', 669, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Drama, Fantasy, Philosophy', 17, 48),
(16, 6837839110239, 3, 'Little Women', 'Vintage Classics', 274, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Nature, Business, Autobiography', 20, 83),
(17, 4826697041557, 2, 'Great Expectations', 'Penguin Modern Classics', 104, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Drama, History, Young adult fantasy', 9, 21),
(18, 7697789142693, 1, 'The Hobbit, or, There and Back Again', 'Random House', 671, 'A unique and intriguing book, full of wonders and plot', 11, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Biography, Travel, Mythology', 17, 48),
(19, 5411421796779, 3, 'Frankenstein, or, the Modern Prometheus', 'Chronicle Books', 544, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Business, Religion, Cookbook', 20, 4),
(20, 3455837230262, 2, 'Oliver Twist', 'Penguin Modern Classics', 323, 'A unique and intriguing book, full of wonders and plot', 11, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Drama, Autobiography, Business', 19, 9),
(21, 4941259023204, 1, 'Uncle Tom's Cabin', 'Quirk Books', 903, 'A unique and intriguing book, full of wonders and plot', 20, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Sociology, Drama, Children's', 20, 6),
(22, 8911405773277, 4, 'Crime and Punishment', 'Penguin India', 397, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Historical fiction, Music, Religion', 15, 59),
(23, 9859205302481, 2, 'Madame Bovary: Patterns of Provincial life', 'Penguin India', 947, 'A unique and intriguing book, full of wonders and plot', 18, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Crime, Mythology, Parenting', 20, 38),
(24, 7875108100748, 3, 'The Return of the King', 'Penguin Modern Classics', 877, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Environmental, Parenting, Crime', 16, 0),
(25, 3307256148593, 1, 'Dracula', 'Hay House', 941, 'A unique and intriguing book, full of wonders and plot', 7, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Business, History, Young adult', 8, 15),
(26, 9357843030048, 5, 'The Three Musketeers', 'Harvard University Press', 563, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Horror, Mythology, Travel', 15, 19),
(27, 2963281664029, 2, 'Brave New World', 'Canongate Books', 879, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Cultural studies, Education, Drama', 15, 50),
(28, 7270877231873, 5, 'War and Peace', 'Faber & Faber', 230, 'A unique and intriguing book, full of wonders and plot', 14, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Horror, Historical fiction, Technology', 20, 30),
(29, 1927706883674, 1, 'To Kill a Mockingbird', 'Viking Press', 809, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Horror, Self-help, Adventure', 20, 91),
(30, 8237540647919, 2, 'The Wizard of Oz', 'Bloomsbury Academic', 252, 'A unique and intriguing book, full of wonders and plot', 6, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Psychology, Cookbook, Poetry', 6, 76),
(31, 2966890390176, 4, 'Les Misérables', 'Penguin Books', 766, 'A unique and intriguing book, full of wonders and plot', 11, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Science fiction, Sociology, Mythology', 19, 11),
(32, 8549973587320, 4, 'The Secret Garden', 'Quirk Books', 729, 'A unique and intriguing book, full of wonders and plot', 6, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Mythology, Environmental, Fantasy', 9, 94),
(33, 8705284919726, 1, 'Animal Farm', 'Dark Horse Comics', 956, 'A unique and intriguing book, full of wonders and plot', 14, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Religion, Non-fiction, Philosophy', 17, 47),
(34, 9047821181466, 1, 'The Great Gatsby', 'Pearson Education', 762, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Suspense, Anthology, Religion', 19, 50),
(35, 5860856849559, 1, 'The Little Prince', 'Fantagraphics Books', 662, 'A unique and intriguing book, full of wonders and plot', 7, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Horror, Drama, Comedy', 12, 13),
(36, 5150144900008, 4, 'The Call of the Wild', 'Quirk Books', 723, 'A unique and intriguing book, full of wonders and plot', 20, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Fiction, Travel, Poetry', 20, 45),
(37, 2770620381514, 1, '20,000 Leagues Under the Sea', 'Candlewick Press', 817, 'A unique and intriguing book, full of wonders and plot', 8, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Graphic novel, Science, Fiction', 17, 38),
(38, 2919286184488, 2, 'Anna Karenina', 'Abrams Books', 434, 'A unique and intriguing book, full of wonders and plot', 13, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Memoir, Poetry, Education', 13, 43),
(39, 2911388087032, 4, 'The Wind in the Willows', 'Hachette Livre', 308, 'A unique and intriguing book, full of wonders and plot', 12, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Mythology, Psychology, Classic', 15, 2),
(40, 2798866387343, 5, 'The Picture of Dorian Gray', 'Elsevier', 672, 'A unique and intriguing book, full of wonders and plot', 6, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Cultural studies, Environmental, Sociology', 7, 56),
(41, 5935504585051, 2, 'The Grapes of Wrath', 'Chronicle Books', 571, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Mythology, Fantasy, Cookbook', 15, 34),
(42, 5662143695652, 4, 'Sense and Sensibility', 'Viking Press', 157, 'A unique and intriguing book, full of wonders and plot', 12, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Dystopian, Thriller, Suspense', 13, 21),
(43, 5341212501966, 4, 'The Last of the Mohicans', 'Picador', 910, 'A unique and intriguing book, full of wonders and plot', 18, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Mystery, Cultural studies, Sociology', 19, 68),
(44, 4591002841987, 5, 'Tess of the d'Urbervilles', 'Pearson Education', 767, 'A unique and intriguing book, full of wonders and plot', 14, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Environmental, Sociology, Children's', 20, 60),
(45, 2477469156260, 2, 'Harry Potter and the Sorcerer's Stone', 'Dark Horse Comics', 401, 'A unique and intriguing book, full of wonders and plot', 5, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Dystopian, Cultural studies, Self-help', 11, 31),
(46, 3388285712753, 1, 'Heidi', 'Simon & Schuster', 586, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Dystopian, Self-help, Travel', 14, 37),
(47, 2527482743063, 3, 'Ulysses', 'Pan Macmillan', 138, 'A unique and intriguing book, full of wonders and plot', 2, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Business, Technology, Education', 12, 25),
(48, 8847692005685, 5, 'The Complete Sherlock Holmes', 'Penguin Press', 591, 'A unique and intriguing book, full of wonders and plot', 8, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Biography, Cultural studies, Comedy', 19, 49),
(49, 7358511797852, 4, 'The Count of Monte Cristo', 'Harvard University Press', 332, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Self-improvement, Art, Sociology', 4, 70),
(50, 3670402221463, 1, 'The Old Man and the Sea', 'Penguin Classics', 629, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Biography, Romance, Fiction', 4, 64),
(51, 6542955461509, 2, 'The Lion, the Witch, and the Wardrobe', 'Macmillan Publishers', 775, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Nature, Technology, Autobiography', 7, 17),
(52, 4026800254401, 3, 'The Hunchback of Notre Dame', 'Pearson Education', 604, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Autobiography, Dystopian, Classic', 15, 99),
(53, 9125942187161, 3, 'Pinocchio', 'Harper Collins', 271, 'A unique and intriguing book, full of wonders and plot', 20, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Romance, Psychology, Thriller', 20, 33),
(54, 7962161141071, 1, 'One Hundred Years of Solitude', 'Hachette Livre', 120, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Thriller, Drama, Travel', 17, 98),
(55, 5287473634800, 5, 'Ivanhoe', 'Grove Atlantic', 725, 'A unique and intriguing book, full of wonders and plot', 6, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Religion, Dystopian, Self-improvement', 15, 0),
(56, 6725902559917, 4, 'The Red Badge of Courage', 'Abrams Books', 831, 'A unique and intriguing book, full of wonders and plot', 11, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Autobiography, Fiction, Religion', 11, 16),
(57, 6299595351046, 1, 'Anne of Green Gables', 'Macmillan Publishers', 674, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Memoir, Fiction, Science fiction', 12, 15),
(58, 3687232300670, 1, 'Black Beauty', 'Andrés Bello Editorial', 882, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Historical fiction, Cultural studies, Thriller', 14, 41),
(59, 8446562048129, 5, 'Peter Pan', 'Abrams Books', 703, 'A unique and intriguing book, full of wonders and plot', 7, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Travel, Children's, Music', 18, 80),
(60, 6545680288972, 4, 'A Farewell to Arms', 'Harper Collins', 129, 'A unique and intriguing book, full of wonders and plot', 6, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Children's, Fiction, Fantasy', 10, 59),
(61, 3540614428759, 4, 'The House of the Seven Gables', 'Pan Macmillan', 186, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Romance, Psychology, Fiction', 9, 17),
(62, 3957228304719, 5, 'Lord of the Flies', 'Harvard University Press', 151, 'A unique and intriguing book, full of wonders and plot', 17, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Fantasy, Cultural studies, Memoir', 17, 79),
(63, 4101210227694, 4, 'The Prince and the Pauper', 'Vintage Classics', 621, 'A unique and intriguing book, full of wonders and plot', 12, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Travel, Historical fiction, Sociology', 12, 64),
(64, 3000441150727, 5, 'A Portrait of the Artist as a Young Man', 'Harper Collins', 625, 'A unique and intriguing book, full of wonders and plot', 5, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Suspense, Self-help, Dystopian', 11, 94),
(65, 1656052362611, 5, 'Lord Jim', 'St. Martin's Press', 463, 'A unique and intriguing book, full of wonders and plot', 5, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Environmental, Drama, Historical fiction', 18, 99),
(66, 5246640367326, 5, 'Harry Potter and the Chamber of Secrets', 'Pan Macmillan', 471, 'A unique and intriguing book, full of wonders and plot', 10, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Memoir, Dystopian, History', 16, 35),
(67, 5810848393286, 1, 'The Red & the Black', 'Harper Collins', 400, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Science, Thriller, Psychology', 19, 80),
(68, 1032044212924, 2, 'The Stranger', 'Bloomsbury Publishing', 732, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Environmental, Historical fiction, Psychology', 19, 14),
(69, 4630319260495, 2, 'The Trial', 'Bloomsbury Publishing', 620, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Cultural studies, Romance, Parenting', 18, 67),
(70, 1108742037641, 1, 'Lady Chatterley's Lover', 'University of Chicago Press', 519, 'A unique and intriguing book, full of wonders and plot', 11, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Suspense, Dystopian, Nature', 19, 23),
(71, 5055242024948, 3, 'Kidnapped: The Adventures of David Balfour', 'University of Chicago Press', 121, 'A unique and intriguing book, full of wonders and plot', 6, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Graphic novel, Suspense, Health', 17, 61),
(72, 1738590888960, 1, 'The Catcher in the Rye', 'Vintage Books', 119, 'A unique and intriguing book, full of wonders and plot', 18, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Philosophy, Graphic novel, Anthology', 19, 83),
(73, 4683006984661, 4, 'Fahrenheit 451', 'Andrés Bello Editorial', 828, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Business, Anthology, Romance', 19, 52),
(74, 5802425396530, 2, 'A Journey to the Center of the Earth', 'Knopf Doubleday Publishing Group', 442, 'A unique and intriguing book, full of wonders and plot', 14, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Comedy, Technology, Contemporary', 18, 30),
(75, 5533178522748, 1, 'Vanity Fair', 'Wiley', 470, 'A unique and intriguing book, full of wonders and plot', 13, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Parenting, Dystopian, Science fiction', 19, 79),
(76, 6269367790355, 2, 'All Quiet on the Western Front', 'Canongate Books', 237, 'A unique and intriguing book, full of wonders and plot', 2, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Young adult fantasy, Sociology, Adventure', 18, 60),
(77, 4323467427300, 5, 'Gone with the Wind', 'St. Martin's Press', 487, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Drama, Fantasy, Romance', 20, 70),
(78, 7007152376993, 5, 'My Ántonia', 'Farrar, Straus and Giroux', 816, 'A unique and intriguing book, full of wonders and plot', 20, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Graphic novel, Biography, Environmental', 20, 26),
(79, 7771919907095, 3, 'Of Mice and Men', 'Penguin Classics', 288, 'A unique and intriguing book, full of wonders and plot', 2, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Mystery, Politics, Anthology', 3, 57),
(80, 4390319206696, 1, 'The Vicar of Wakefield', 'Pan Macmillan', 281, 'A unique and intriguing book, full of wonders and plot', 14, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Self-improvement, Biography, Fiction', 17, 90),
(81, 7420279595560, 3, 'A Connecticut Yankee in King Arthur's Court', 'Dark Horse Comics', 647, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Biography, Parenting, Anthology', 19, 66),
(82, 8304897896807, 2, 'White Fang', 'Little, Brown and Company', 690, 'A unique and intriguing book, full of wonders and plot', 17, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'History, Poetry, Art', 20, 75),
(83, 2417379129284, 2, 'Fathers and Sons', 'Penguin Canada', 690, 'A unique and intriguing book, full of wonders and plot', 2, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Philosophy, Thriller, Art', 2, 41),
(84, 2603483469737, 4, 'Doctor Zhivago', 'Quirk Books', 529, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Contemporary, Technology, Parenting', 11, 86),
(85, 9043184601359, 3, 'The Decameron', 'Andrés Bello Editorial', 277, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Mystery, Self-improvement, Fiction', 19, 90),
(86, 8212699567045, 5, 'Nineteen Eighty-Four', 'Little, Brown and Company', 932, 'A unique and intriguing book, full of wonders and plot', 5, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Drama, Classic, Fantasy', 14, 30),
(87, 4206218999969, 5, 'The Jungle', 'Allen Lane', 760, 'A unique and intriguing book, full of wonders and plot', 2, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Philosophy, Science fiction, Crime', 11, 69),
(88, 8162388808423, 1, 'The Da Vinci Code', 'Chronicle Books', 647, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Fantasy, Young adult, Science', 12, 5),
(89, 9026508709981, 1, 'Persuasion', 'Blackwell Publishing', 259, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Autobiography, Fiction, Cookbook', 20, 38),
(90, 1334334793074, 4, 'Mansfield Park', 'Macmillan Publishers', 216, 'A unique and intriguing book, full of wonders and plot', 18, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Comedy, Adventure, Horror', 18, 12),
(91, 5499437978640, 3, 'Candide', 'MIT Press', 424, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Historical fiction, Self-help, Philosophy', 20, 55),
(92, 2775670790944, 4, 'For Whom the Bell Tolls', 'Simon & Schuster', 381, 'A unique and intriguing book, full of wonders and plot', 7, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Business, Biography, Crime', 7, 22),
(93, 8040343947619, 2, 'Far from the Madding Crowd', 'St. Martin's Press', 865, 'A unique and intriguing book, full of wonders and plot', 18, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Adventure, Cultural studies, History', 18, 69),
(94, 6691126324182, 4, 'The Fellowship of the Ring', 'Knopf Doubleday Publishing Group', 478, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Memoir, Sociology, Contemporary', 9, 91),
(95, 7982497201334, 3, 'The Return of the Native', 'Dark Horse Comics', 478, 'A unique and intriguing book, full of wonders and plot', 20, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Biography, Crime, Young adult', 20, 25),
(96, 2348512660466, 5, 'Sons and Lovers', 'St. Martin's Press', 640, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Fantasy, Art, Self-improvement', 8, 14),
(97, 3755926188255, 4, 'Charlotte's Web', 'Penguin India', 981, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Classic, Cultural studies, Memoir', 19, 9),
(98, 1695194040862, 2, 'The Swiss Family Robinson', 'Harvard University Press', 492, 'A unique and intriguing book, full of wonders and plot', 6, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Environmental, Science fiction, Children's', 8, 4),
(99, 1170378746888, 1, 'Bleak House', 'Quirk Books', 143, 'A unique and intriguing book, full of wonders and plot', 11, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Nature, Mythology, Education', 14, 51),
(100, 1757052788840, 5, 'Père Goriot', 'Scholastic Corporation', 511, 'A unique and intriguing book, full of wonders and plot', 10, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Biography, Crime, Self-improvement', 12, 88),
(101, 5360947170975, 3, 'Utopia', 'Viking Press', 554, 'A unique and intriguing book, full of wonders and plot', 17, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Art, Science, Biography', 17, 2),
(102, 7934678857373, 3, 'The History of Tom Jones, a Foundling', 'Andrés Bello Editorial', 943, 'A unique and intriguing book, full of wonders and plot', 6, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Romance, Autobiography, Classic', 19, 74),
(103, 3144003158772, 1, 'Harry Potter and the Prisoner of Azkaban', 'Hachette Livre', 545, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Cultural studies, Graphic novel, Religion', 5, 36),
(104, 5825180418747, 2, 'Kim', 'Picador', 687, 'A unique and intriguing book, full of wonders and plot', 6, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Science, Crime, Self-help', 18, 60),
(105, 4868834033182, 2, 'The Sound and the Fury', 'Orbit Books', 241, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Parenting, Business, Fantasy', 15, 95),
(106, 7085795769060, 1, 'Harry Potter and the Goblet of Fire', 'Bloomsbury Publishing', 891, 'A unique and intriguing book, full of wonders and plot', 18, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Young adult, Biography, Science', 18, 35),
(107, 4224399753130, 2, 'The Mill on the Floss', 'Penguin Canada', 301, 'A unique and intriguing book, full of wonders and plot', 14, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Historical fiction, Biography, Science fiction', 19, 20),
(108, 4382570119144, 4, 'A Wrinkle in Time', 'Blackwell Publishing', 681, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Romance, Biography, Graphic novel', 18, 15),
