(1, 1870081925409, 3, 'Don Quixote', 'Macmillan Publishers', 321, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Classic', 7, 76),
(22, 2334185548763, 2, 'Crime and Punishment', 'Knopf Doubleday Publishing Group', 642, 'A unique and intriguing book, full of wonders and plot', 11, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Graphic novel', 18, 2),
(23, 4334410046872, 3, 'Madame Bovary: Patterns of Provincial life', 'Yale University Press', 920, 'A unique and intriguing book, full of wonders and plot', 14, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Suspense', 20, 8),
(24, 9474242729548, 2, 'The Return of the King', 'Penguin Random House', 953, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Graphic novel', 19, 71),
(25, 7240801867705, 2, 'Dracula', 'St. Martin's Press', 149, 'A unique and intriguing book, full of wonders and plot', 17, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Crime', 18, 46),
(26, 2247451737585, 1, 'The Three Musketeers', 'University of Chicago Press', 333, 'A unique and intriguing book, full of wonders and plot', 18, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Memoir', 18, 79),
(27, 2227229208410, 1, 'Brave New World', 'Penguin Canada', 522, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Parenting', 20, 8),
(28, 4044510141407, 2, 'War and Peace', 'Candlewick Press', 143, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Anthology', 12, 35),
(29, 2509103741518, 3, 'To Kill a Mockingbird', 'Harvard University Press', 782, 'A unique and intriguing book, full of wonders and plot', 7, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Travel', 17, 65),
(30, 4189640895665, 1, 'The Wizard of Oz', 'Picador', 890, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Parenting', 20, 81),
(31, 3932891983083, 2, 'Les Misérables', 'Wiley', 966, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Environmental', 16, 41),
(32, 6268630980277, 4, 'The Secret Garden', 'Penguin Press', 293, 'A unique and intriguing book, full of wonders and plot', 5, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Memoir', 8, 84),
(33, 9600583242892, 3, 'Animal Farm', 'Candlewick Press', 572, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Religion', 9, 86),
(34, 8724228749723, 3, 'The Great Gatsby', 'Abrams Books', 677, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Classic', 16, 30),
(35, 6620887344726, 1, 'The Little Prince', 'Knopf Doubleday Publishing Group', 601, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Nature', 12, 90),
(36, 8858487098414, 2, 'The Call of the Wild', 'Fantagraphics Books', 926, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Historical fiction', 20, 17),
(37, 8458031844613, 5, '20,000 Leagues Under the Sea', 'Wiley', 677, 'A unique and intriguing book, full of wonders and plot', 20, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Classic', 20, 95),
(38, 3863327116304, 3, 'Anna Karenina', 'Harvard University Press', 298, 'A unique and intriguing book, full of wonders and plot', 8, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Parenting', 16, 7),
(39, 6987971680711, 1, 'The Wind in the Willows', 'Penguin Books', 824, 'A unique and intriguing book, full of wonders and plot', 14, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'History', 18, 10),
(40, 8704535609299, 5, 'The Picture of Dorian Gray', 'Vintage Books', 539, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Dystopian', 17, 74),
(41, 6049362444830, 2, 'The Grapes of Wrath', 'Macmillan Publishers', 629, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Biography', 19, 49),
(42, 6307827143334, 4, 'Sense and Sensibility', 'Penguin Books', 297, 'A unique and intriguing book, full of wonders and plot', 11, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Art', 14, 72),
(43, 1770952779700, 1, 'The Last of the Mohicans', 'Random House', 620, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Self-help', 16, 37),
(44, 8041571406749, 5, 'Tess of the d'Urbervilles', 'Blackwell Publishing', 750, 'A unique and intriguing book, full of wonders and plot', 2, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Poetry', 9, 12),
(45, 1695680387561, 5, 'Harry Potter and the Sorcerer's Stone', 'Harper Collins', 758, 'A unique and intriguing book, full of wonders and plot', 8, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Parenting', 16, 40),
(46, 9637379766609, 5, 'Heidi', 'Penguin Classics', 529, 'A unique and intriguing book, full of wonders and plot', 20, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Nature', 20, 45),
(47, 9083513848006, 1, 'Ulysses', 'Simon & Schuster', 326, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Drama', 5, 54),
(48, 3381010907172, 3, 'The Complete Sherlock Holmes', 'MIT Press', 431, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Drama', 16, 95),
(49, 4414336877475, 5, 'The Count of Monte Cristo', 'Pan Macmillan', 950, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Nature', 16, 23),
(50, 1578511310805, 1, 'The Old Man and the Sea', 'Scholastic Corporation', 836, 'A unique and intriguing book, full of wonders and plot', 6, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Nature', 6, 24),
(51, 7723493545739, 1, 'The Lion, the Witch, and the Wardrobe', 'Fantagraphics Books', 898, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Travel', 13, 24),
(52, 6876196293341, 2, 'The Hunchback of Notre Dame', 'Knopf Doubleday Publishing Group', 962, 'A unique and intriguing book, full of wonders and plot', 13, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Young adult fantasy', 16, 43),
(53, 3264129174571, 1, 'Pinocchio', 'Dark Horse Comics', 487, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Science', 5, 37),
(54, 4424411138977, 4, 'One Hundred Years of Solitude', 'Pan Macmillan', 403, 'A unique and intriguing book, full of wonders and plot', 13, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'History', 19, 0),
(55, 1757283745067, 1, 'Ivanhoe', 'Penguin Books', 282, 'A unique and intriguing book, full of wonders and plot', 8, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Health', 20, 64),
(56, 2228477266887, 3, 'The Red Badge of Courage', 'Grove Atlantic', 963, 'A unique and intriguing book, full of wonders and plot', 8, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Nature', 17, 39),
(57, 6744681801209, 3, 'Anne of Green Gables', 'Random House', 204, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Travel', 13, 92),
(58, 9759834600285, 5, 'Black Beauty', 'Allen Lane', 558, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Nature', 17, 76),
(59, 1187478939014, 5, 'Peter Pan', 'Macmillan Publishers', 354, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Horror', 14, 46),
(60, 8876046515791, 3, 'A Farewell to Arms', 'Penguin Books', 606, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Autobiography', 9, 94),
(61, 8796648501601, 3, 'The House of the Seven Gables', 'Simon & Schuster', 709, 'A unique and intriguing book, full of wonders and plot', 14, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Classic', 18, 76),
(62, 5683278979666, 2, 'Lord of the Flies', 'University of Chicago Press', 755, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Cookbook', 19, 40),
(63, 3523847194053, 5, 'The Prince and the Pauper', 'Bloomsbury Academic', 133, 'A unique and intriguing book, full of wonders and plot', 18, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Art', 19, 4),
(64, 7909708983094, 4, 'A Portrait of the Artist as a Young Man', 'Yale University Press', 418, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Anthology', 18, 6),
(65, 2450273907871, 2, 'Lord Jim', 'Scholastic Corporation', 945, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Travel', 16, 41),
(66, 3747256491559, 2, 'Harry Potter and the Chamber of Secrets', 'Cambridge University Press', 729, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Self-improvement', 3, 62),
(67, 6282253776058, 1, 'The Red & the Black', 'Wiley', 346, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Self-help', 12, 85),
(68, 1118716954592, 3, 'The Stranger', 'Pearson Education', 248, 'A unique and intriguing book, full of wonders and plot', 7, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Parenting', 13, 34),
(69, 4627168443636, 4, 'The Trial', 'Penguin Canada', 715, 'A unique and intriguing book, full of wonders and plot', 17, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Sociology', 17, 71),
(70, 6442989270352, 2, 'Lady Chatterley's Lover', 'Faber & Faber', 255, 'A unique and intriguing book, full of wonders and plot', 10, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Romance', 18, 19),
(71, 1447078270799, 4, 'Kidnapped: The Adventures of David Balfour', 'Hay House', 917, 'A unique and intriguing book, full of wonders and plot', 10, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Poetry', 20, 4),
(72, 6138573526790, 2, 'The Catcher in the Rye', 'Pearson Education', 192, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Self-help', 12, 66),
(73, 1291978660037, 1, 'Fahrenheit 451', 'Penguin Random House', 473, 'A unique and intriguing book, full of wonders and plot', 6, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Adventure', 12, 9),
(74, 4657483524646, 1, 'A Journey to the Center of the Earth', 'Tor Books', 594, 'A unique and intriguing book, full of wonders and plot', 20, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Horror', 20, 60),
(75, 6965015601480, 2, 'Vanity Fair', 'Vintage Books', 445, 'A unique and intriguing book, full of wonders and plot', 20, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Politics', 20, 18),
(76, 3641962275144, 1, 'All Quiet on the Western Front', 'Bloomsbury Publishing', 203, 'A unique and intriguing book, full of wonders and plot', 11, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Thriller', 17, 3),
(77, 5900577262417, 1, 'Gone with the Wind', 'Fantagraphics Books', 592, 'A unique and intriguing book, full of wonders and plot', 10, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Biography', 10, 12),
(78, 8003222672436, 4, 'My Ántonia', 'Pearson Education', 706, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Cookbook', 18, 53),
(79, 9194766093685, 1, 'Of Mice and Men', 'Dark Horse Comics', 635, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Autobiography', 15, 45),
(80, 4633039348323, 4, 'The Vicar of Wakefield', 'Abrams Books', 634, 'A unique and intriguing book, full of wonders and plot', 2, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Nature', 2, 40),
(81, 2126271829362, 2, 'A Connecticut Yankee in King Arthur's Court', 'Dark Horse Comics', 863, 'A unique and intriguing book, full of wonders and plot', 19, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Drama', 19, 38),
(82, 5118178331072, 1, 'White Fang', 'Bloomsbury Publishing', 306, 'A unique and intriguing book, full of wonders and plot', 17, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Travel', 17, 27),
(83, 1297703044417, 3, 'Fathers and Sons', 'Penguin India', 282, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Philosophy', 18, 55),
(84, 7453318966544, 1, 'Doctor Zhivago', 'Penguin Books', 938, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'History', 17, 48),
(85, 9408135636724, 1, 'The Decameron', 'Penguin India', 591, 'A unique and intriguing book, full of wonders and plot', 20, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'Memoir', 20, 100),
(86, 5852165256436, 5, 'Nineteen Eighty-Four', 'Pan Macmillan', 922, 'A unique and intriguing book, full of wonders and plot', 17, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Dystopian', 20, 0),
(87, 1306885462405, 3, 'The Jungle', 'Random House', 311, 'A unique and intriguing book, full of wonders and plot', 12, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Adventure', 18, 32),
(88, 7559877968186, 3, 'The Da Vinci Code', 'Random House', 673, 'A unique and intriguing book, full of wonders and plot', 14, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Science', 16, 8),
(89, 5472203182330, 5, 'Persuasion', 'Penguin Books', 122, 'A unique and intriguing book, full of wonders and plot', 10, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'History', 15, 34),
(90, 6670250985312, 4, 'Mansfield Park', 'Abrams Books', 221, 'A unique and intriguing book, full of wonders and plot', 13, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Graphic novel', 17, 30),
(91, 7585617782916, 1, 'Candide', 'Vintage Classics', 932, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Self-improvement', 19, 24),
(92, 9150802920286, 1, 'For Whom the Bell Tolls', 'Little, Brown and Company', 599, 'A unique and intriguing book, full of wonders and plot', 5, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Thriller', 19, 42),
(93, 8658573660924, 2, 'Far from the Madding Crowd', 'Picador', 757, 'A unique and intriguing book, full of wonders and plot', 8, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Politics', 12, 35),
(94, 3730657751236, 4, 'The Fellowship of the Ring', 'Random House', 459, 'A unique and intriguing book, full of wonders and plot', 7, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Memoir', 13, 54),
(95, 6592425050989, 4, 'The Return of the Native', 'Pan Macmillan', 851, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Sociology', 19, 70),
(96, 3298727274793, 4, 'Sons and Lovers', 'Simon & Schuster', 298, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Art', 9, 56),
(97, 5127291662414, 2, 'Charlotte's Web', 'MIT Press', 128, 'A unique and intriguing book, full of wonders and plot', 1, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Young adult', 2, 86),
(98, 6540650282051, 4, 'The Swiss Family Robinson', 'Picador', 347, 'A unique and intriguing book, full of wonders and plot', 7, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'italian', 'Memoir', 7, 42),
(99, 9100113415300, 1, 'Bleak House', 'Cambridge University Press', 740, 'A unique and intriguing book, full of wonders and plot', 8, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Technology', 13, 47),
(100, 1058016719209, 3, 'Père Goriot', 'Pearson Education', 867, 'A unique and intriguing book, full of wonders and plot', 9, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Psychology', 11, 58),
(101, 2127077106041, 2, 'Utopia', 'Yale University Press', 871, 'A unique and intriguing book, full of wonders and plot', 10, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Art', 10, 14),
(102, 7818186494795, 2, 'The History of Tom Jones, a Foundling', 'Macmillan Publishers', 825, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Suspense', 18, 65),
(103, 4531530594179, 1, 'Harry Potter and the Prisoner of Azkaban', 'Penguin Random House', 734, 'A unique and intriguing book, full of wonders and plot', 12, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Crime', 19, 52),
(104, 4046379326435, 2, 'Kim', 'Picador', 832, 'A unique and intriguing book, full of wonders and plot', 6, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Crime', 16, 8),
(105, 5975341630349, 4, 'The Sound and the Fury', 'Simon & Schuster', 354, 'A unique and intriguing book, full of wonders and plot', 17, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Adventure', 18, 92),
(106, 9156025466695, 2, 'Harry Potter and the Goblet of Fire', 'Penguin Modern Classics', 130, 'A unique and intriguing book, full of wonders and plot', 6, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'japanese', 'History', 6, 93),
(107, 7295292153782, 4, 'The Mill on the Floss', 'Candlewick Press', 134, 'A unique and intriguing book, full of wonders and plot', 13, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Politics', 20, 84),
(108, 1004737757836, 3, 'A Wrinkle in Time', 'Penguin India', 487, 'A unique and intriguing book, full of wonders and plot', 10, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'spanish', 'Anthology', 12, 12),
(109, 3010842166112, 4, 'The Hound of the Baskervilles', 'Simon & Schuster', 449, 'A unique and intriguing book, full of wonders and plot', 14, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Nature', 14, 63),
(110, 5304041685771, 1, 'The Two Towers', 'Little, Brown and Company', 693, 'A unique and intriguing book, full of wonders and plot', 0, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'urdu', 'Young adult', 4, 66),
(111, 2805279977382, 5, 'The War of the Worlds', 'Allen Lane', 956, 'A unique and intriguing book, full of wonders and plot', 7, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'chinese', 'Art', 17, 2),
(112, 8381210923499, 5, 'Middlemarch', 'Penguin Random House', 319, 'A unique and intriguing book, full of wonders and plot', 4, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'russian', 'Parenting', 9, 41),
(113, 8762488820028, 2, 'The Age of Innocence', 'University of Chicago Press', 891, 'A unique and intriguing book, full of wonders and plot', 15, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Philosophy', 16, 67),
(114, 9327398756128, 2, 'The Color Purple', 'Yale University Press', 881, 'A unique and intriguing book, full of wonders and plot', 11, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Classic', 20, 87),
(115, 9805014201319, 5, 'Northanger Abbey', 'W. W. Norton & Company', 969, 'A unique and intriguing book, full of wonders and plot', 2, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'greek', 'Nature', 13, 11),
(116, 1400209868564, 4, 'East of Eden', 'St. Martin's Press', 941, 'A unique and intriguing book, full of wonders and plot', 3, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'english', 'Mystery', 3, 6),
(117, 4969374255718, 3, 'On the Road', 'Blackwell Publishing', 869, 'A unique and intriguing book, full of wonders and plot', 12, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'french', 'Young adult', 19, 45),
(118, 4432957676757, 2, 'Catch-22', 'Hachette Livre', 472, 'A unique and intriguing book, full of wonders and plot', 16, 'https://hotemoji.com/images/dl/1/orange-book-emoji-by-twitter.png', 'german', 'Self-help', 17, 86),
